Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,MonthlyRate,OverTime
22,No,Research & Development,511,Female,1,Research Scientist,Married,2244,24440,No
36,No,Sales,513,Male,3,Sales Executive,Married,7596,3809,No
30,Yes,Research & Development,514,Male,1,Research Scientist,Single,2285,3427,Yes
37,No,Research & Development,515,Female,1,Laboratory Technician,Divorced,3034,26914,No
40,No,Sales,516,Female,2,Sales Executive,Divorced,5715,22553,No
42,No,Research & Development,517,Female,1,Laboratory Technician,Divorced,2576,20490,No
37,No,Research & Development,518,Male,2,Manufacturing Director,Single,4197,21123,Yes
43,No,Research & Development,520,Male,4,Research Director,Divorced,14336,4345,No
40,No,Research & Development,521,Female,2,Laboratory Technician,Married,3448,13436,No
54,No,Research & Development,522,Male,5,Research Director,Married,19406,8509,No
34,No,Sales,523,Female,2,Sales Executive,Married,6538,12740,No
31,No,Research & Development,524,Female,2,Manufacturing Director,Married,4306,4156,No
43,No,Research & Development,525,Male,1,Laboratory Technician,Married,2258,15238,No
43,No,Research & Development,526,Female,2,Healthcare Representative,Divorced,4522,2227,Yes
25,No,Sales,527,Female,2,Sales Executive,Single,4487,12090,Yes
37,No,Research & Development,529,Female,2,Research Scientist,Married,4449,23866,Yes
31,No,Research & Development,530,Male,1,Laboratory Technician,Married,2218,16193,No
39,No,Research & Development,531,Male,5,Manager,Divorced,19197,8213,Yes
56,No,Sales,532,Female,4,Sales Executive,Married,13212,18256,No
30,No,Sales,533,Female,2,Sales Executive,Single,6577,19558,No
41,No,Sales,534,Male,3,Sales Executive,Married,8392,19566,No
28,No,Research & Development,536,Male,2,Laboratory Technician,Divorced,4558,13535,No
25,Yes,Research & Development,538,Male,1,Laboratory Technician,Married,4031,9396,No
52,No,Research & Development,543,Male,3,Manufacturing Director,Married,7969,19609,Yes
45,No,Research & Development,544,Male,1,Research Scientist,Married,2654,9655,No
52,No,Research & Development,546,Female,4,Manager,Married,16555,10310,No
42,No,Research & Development,547,Female,2,Research Scientist,Divorced,4556,12932,No
30,No,Research & Development,548,Female,2,Manufacturing Director,Single,6091,24793,No
60,No,Research & Development,549,Female,5,Manager,Married,19566,3854,No
46,No,Research & Development,550,Female,2,Manufacturing Director,Divorced,4810,26314,No
42,No,Research & Development,551,Female,2,Healthcare Representative,Married,4523,4386,No
24,Yes,Sales,554,Female,1,Sales Representative,Single,3202,21972,Yes
34,Yes,Sales,555,Female,1,Sales Representative,Divorced,2351,12253,No
38,No,Research & Development,556,Male,1,Laboratory Technician,Married,1702,12106,Yes
40,No,Sales,558,Female,5,Manager,Married,18041,13022,No
26,No,Research & Development,560,Female,1,Research Scientist,Divorced,2886,3032,No
30,No,Research & Development,562,Male,1,Laboratory Technician,Married,2097,16734,No
29,No,Research & Development,564,Male,3,Research Director,Married,11935,21526,No
29,Yes,Research & Development,565,Female,1,Research Scientist,Married,2546,18300,No
19,Yes,Human Resources,566,Male,1,Human Resources,Single,2564,18437,No
30,No,Sales,567,Female,3,Sales Executive,Married,8412,2890,No
57,No,Sales,568,Male,4,Manager,Divorced,14118,22102,No
50,No,Research & Development,569,Male,4,Manager,Married,17046,9314,No
30,No,Research & Development,571,Female,1,Laboratory Technician,Single,2564,7181,No
60,No,Sales,573,Female,3,Sales Executive,Married,10266,2845,No
47,No,Research & Development,574,Female,2,Manufacturing Director,Divorced,5070,7389,No
46,No,Research & Development,575,Male,4,Research Director,Married,17861,2288,No
35,No,Research & Development,577,Male,1,Laboratory Technician,Single,4230,19225,No
54,No,Research & Development,578,Female,2,Laboratory Technician,Single,3780,23428,No
34,No,Research & Development,579,Male,1,Research Scientist,Divorced,2768,8416,No
46,No,Sales,580,Female,3,Sales Executive,Married,9071,11563,Yes
31,No,Research & Development,581,Male,3,Manufacturing Director,Divorced,10648,14394,No
33,Yes,Research & Development,582,Male,3,Manager,Married,13610,24619,Yes
33,Yes,Research & Development,584,Male,1,Laboratory Technician,Divorced,3408,6705,No
30,No,Sales,585,Male,1,Sales Representative,Single,2983,18398,No
35,No,Research & Development,586,Male,3,Healthcare Representative,Married,7632,14295,Yes
31,Yes,Research & Development,587,Male,3,Healthcare Representative,Married,9824,22908,No
34,Yes,Human Resources,590,Female,3,Human Resources,Divorced,9950,11533,Yes
42,No,Research & Development,591,Male,1,Laboratory Technician,Married,2093,9260,No
36,No,Sales,592,Male,3,Sales Executive,Single,9980,15318,No
22,Yes,Research & Development,593,Male,1,Laboratory Technician,Single,3894,9129,No
48,No,Sales,595,Female,2,Sales Executive,Married,4051,19658,No
55,No,Sales,597,Female,4,Manager,Single,16835,9873,No
41,No,Sales,599,Male,2,Sales Executive,Single,6230,13430,No
35,No,Sales,600,Male,2,Sales Executive,Married,4717,18659,No
40,No,Research & Development,601,Female,4,Manufacturing Director,Single,13237,20364,No
39,No,Research & Development,602,Female,1,Laboratory Technician,Married,3755,17872,No
31,No,Sales,604,Male,2,Sales Executive,Single,6582,8346,Yes
42,No,Research & Development,605,Male,3,Manufacturing Director,Married,7406,6950,Yes
45,No,Sales,606,Male,2,Sales Executive,Married,4805,16177,No
26,Yes,Human Resources,608,Female,1,Human Resources,Divorced,2741,22808,Yes
29,No,Research & Development,611,Male,2,Manufacturing Director,Divorced,4262,22645,No
33,No,Research & Development,612,Female,4,Research Director,Divorced,16184,22578,No
31,No,Sales,613,Male,3,Manager,Divorced,11557,25291,No
18,Yes,Sales,614,Male,1,Sales Representative,Single,1878,8059,Yes
40,No,Sales,615,Male,3,Sales Executive,Divorced,10932,11373,No
41,No,Research & Development,616,Female,2,Healthcare Representative,Single,6811,2112,Yes
26,No,Sales,618,Male,2,Sales Executive,Divorced,4306,4267,No
35,No,Sales,620,Female,2,Sales Executive,Single,4859,6698,No
34,No,Sales,621,Male,2,Sales Executive,Single,5337,19921,No
26,Yes,Research & Development,622,Male,1,Laboratory Technician,Single,2340,23213,Yes
37,No,Research & Development,623,Female,3,Manufacturing Director,Single,7491,23848,No
46,No,Research & Development,624,Female,3,Healthcare Representative,Married,10527,8984,No
41,No,Sales,625,Female,4,Manager,Married,16595,5626,No
37,No,Sales,626,Male,3,Sales Executive,Divorced,8834,24666,No
52,No,Research & Development,630,Male,2,Research Scientist,Divorced,5577,22087,Yes
32,Yes,Sales,631,Male,2,Sales Executive,Married,4707,23914,No
24,No,Sales,632,Male,1,Sales Representative,Married,2400,5530,No
38,No,Research & Development,634,Female,2,Healthcare Representative,Married,9824,22174,No
37,No,Research & Development,635,Female,2,Manufacturing Director,Married,6447,15701,No
49,No,Research & Development,638,Male,5,Research Director,Divorced,19502,2125,Yes
24,No,Research & Development,639,Male,1,Research Scientist,Married,2725,21630,Yes
26,No,Sales,641,Male,2,Sales Executive,Married,6272,7428,No
24,No,Research & Development,643,Male,1,Laboratory Technician,Married,2127,9100,No
50,No,Human Resources,644,Male,5,Manager,Married,18200,7999,No
25,No,Sales,645,Male,1,Sales Representative,Married,2096,26376,No
24,Yes,Research & Development,647,Female,1,Laboratory Technician,Married,2886,14168,Yes
30,Yes,Sales,648,Male,1,Sales Representative,Married,2033,14470,No
34,No,Research & Development,649,Male,1,Research Scientist,Married,3622,22794,Yes
31,Yes,Sales,650,Male,2,Sales Executive,Divorced,4233,11512,No
35,No,Research & Development,652,Male,2,Laboratory Technician,Single,3681,14004,No
31,No,Sales,653,Male,2,Sales Executive,Divorced,5460,6219,No
27,No,Research & Development,655,Female,1,Research Scientist,Divorced,2187,5013,No
37,No,Sales,656,Male,2,Sales Executive,Married,9602,3010,Yes
20,No,Research & Development,657,Female,1,Research Scientist,Single,2836,11757,No
42,No,Research & Development,659,Female,2,Healthcare Representative,Married,4089,5718,No
43,No,Research & Development,661,Male,4,Research Director,Divorced,16627,2671,Yes
38,No,Research & Development,662,Female,1,Research Scientist,Single,2619,14561,No
43,No,Research & Development,663,Male,2,Laboratory Technician,Divorced,5679,19627,Yes
48,No,Research & Development,664,Female,4,Manager,Married,15402,17997,No
44,No,Human Resources,665,Female,2,Human Resources,Single,5985,26894,No
34,No,Sales,666,Female,1,Sales Representative,Divorced,2579,2912,Yes
27,Yes,Sales,667,Male,1,Sales Representative,Divorced,3041,16346,No
21,No,Sales,669,Male,1,Sales Representative,Single,3447,24444,No
44,No,Research & Development,671,Male,5,Manager,Married,19513,9358,Yes
22,No,Research & Development,675,Male,1,Research Scientist,Married,2773,12145,No
33,No,Sales,677,Male,2,Sales Executive,Divorced,7104,20431,No
32,No,Research & Development,679,Female,2,Research Scientist,Married,6322,18089,Yes
30,No,Research & Development,680,Female,1,Research Scientist,Divorced,2083,22653,No
53,No,Sales,682,Female,2,Sales Executive,Single,8381,7507,No
34,No,Research & Development,683,Male,1,Research Scientist,Married,2691,7660,No
45,Yes,Sales,684,Female,2,Sales Executive,Married,4286,5630,No
26,No,Research & Development,686,Female,1,Laboratory Technician,Married,2659,17759,Yes
37,No,Research & Development,689,Male,3,Manufacturing Director,Married,9434,9606,No
29,No,Sales,690,Female,2,Sales Executive,Married,5561,3487,No
35,No,Research & Development,691,Male,2,Research Scientist,Single,6646,19368,No
33,No,Research & Development,692,Male,2,Healthcare Representative,Divorced,7725,5335,No
54,No,Human Resources,698,Male,3,Human Resources,Married,10725,6729,No
36,No,Research & Development,699,Male,2,Manufacturing Director,Divorced,8847,13934,Yes
27,No,Research & Development,700,Male,1,Research Scientist,Single,2045,15174,No
20,Yes,Research & Development,701,Male,1,Research Scientist,Single,1009,26999,Yes
33,Yes,Research & Development,702,Male,1,Research Scientist,Single,3348,3164,Yes
35,No,Research & Development,704,Male,1,Laboratory Technician,Married,1281,16900,No
23,No,Research & Development,705,Male,1,Research Scientist,Married,2819,8544,No
25,No,Sales,707,Male,2,Sales Executive,Married,4851,15678,No
38,No,Sales,709,Female,2,Sales Executive,Single,4028,7791,No
29,No,Research & Development,710,Male,1,Research Scientist,Divorced,2720,18959,No
48,No,Sales,712,Male,2,Sales Executive,Married,8120,18597,No
27,No,Sales,714,Female,2,Sales Executive,Divorced,4647,16673,Yes
37,No,Research & Development,715,Male,1,Research Scientist,Single,4680,15232,No
50,No,Research & Development,716,Male,1,Laboratory Technician,Married,3221,3297,Yes
34,No,Research & Development,717,Female,3,Healthcare Representative,Single,8621,17654,No
24,Yes,Sales,720,Female,2,Sales Executive,Single,4577,24785,No
39,No,Research & Development,721,Female,2,Healthcare Representative,Single,4553,20978,No
32,No,Sales,722,Male,2,Sales Executive,Single,5396,21703,No
50,Yes,Sales,723,Male,2,Sales Executive,Married,6796,23452,Yes
38,No,Research & Development,724,Female,2,Healthcare Representative,Single,7625,19383,No
27,No,Research & Development,725,Female,3,Manufacturing Director,Married,7412,6009,No
32,No,Research & Development,727,Female,3,Research Director,Single,11159,19373,No
47,No,Sales,728,Male,2,Sales Executive,Single,4960,11825,No
40,No,Sales,729,Male,3,Sales Executive,Married,10475,23772,Yes
53,No,Research & Development,730,Male,4,Research Director,Married,14814,13514,No
41,No,Human Resources,731,Male,5,Manager,Divorced,19141,8861,No
60,No,Sales,732,Male,2,Sales Executive,Single,5405,11924,No
27,No,Research & Development,733,Male,3,Manufacturing Director,Divorced,8793,4809,No
41,No,Human Resources,734,Male,5,Manager,Married,19189,19562,No
50,No,Sales,738,Male,1,Sales Representative,Married,3875,9983,No
28,Yes,Research & Development,741,Female,1,Research Scientist,Single,2216,3872,Yes
36,No,Research & Development,742,Female,3,Research Director,Married,11713,20335,No
38,No,Research & Development,743,Female,3,Manufacturing Director,Single,7861,15397,Yes
44,No,Research & Development,744,Male,1,Laboratory Technician,Single,3708,2104,No
47,No,Sales,746,Female,4,Sales Executive,Divorced,13770,10225,Yes
30,No,Sales,747,Male,2,Sales Executive,Divorced,5304,25275,No
29,No,Sales,749,Male,1,Sales Representative,Single,2642,2755,No
42,Yes,Research & Development,752,Male,1,Research Scientist,Divorced,2759,20366,Yes
43,No,Sales,754,Male,2,Sales Executive,Married,6804,23683,No
34,No,Research & Development,757,Female,2,Healthcare Representative,Single,6142,7360,No
23,No,Research & Development,758,Male,1,Laboratory Technician,Married,2500,4344,No
39,No,Human Resources,760,Female,2,Human Resources,Married,6389,18767,No
56,No,Research & Development,762,Male,4,Healthcare Representative,Married,11103,20420,No
40,No,Research & Development,763,Female,1,Research Scientist,Single,2342,22929,Yes
27,No,Research & Development,764,Female,2,Healthcare Representative,Single,6811,23398,No
29,No,Sales,766,Male,1,Sales Representative,Divorced,2297,17967,No
53,No,Research & Development,769,Male,2,Laboratory Technician,Single,2450,10919,No
35,No,Research & Development,771,Female,2,Healthcare Representative,Divorced,5093,4761,No
32,No,Research & Development,772,Male,2,Laboratory Technician,Married,5309,21146,No
38,No,Research & Development,773,Male,1,Research Scientist,Married,3057,20471,Yes
34,No,Research & Development,775,Female,2,Manufacturing Director,Divorced,5121,4187,No
52,No,Sales,776,Male,4,Manager,Married,16856,10084,No
33,Yes,Research & Development,780,Male,1,Research Scientist,Single,2686,5207,Yes
25,No,Sales,781,Female,2,Sales Executive,Single,6180,22807,No
45,No,Sales,783,Male,2,Sales Representative,Single,6632,12388,No
23,No,Research & Development,784,Male,1,Research Scientist,Single,3505,19630,No
47,Yes,Sales,785,Female,2,Sales Executive,Single,6397,10339,Yes
34,No,Sales,786,Male,2,Sales Executive,Single,6274,18686,No
55,Yes,Research & Development,787,Male,5,Manager,Married,19859,21199,Yes
36,No,Sales,789,Male,3,Sales Executive,Single,7587,14229,No
52,No,Research & Development,791,Male,1,Research Scientist,Married,4258,26589,No
26,No,Research & Development,792,Female,1,Laboratory Technician,Divorced,4364,5288,No
29,No,Research & Development,793,Female,2,Healthcare Representative,Married,4335,25549,No
26,Yes,Sales,796,Male,2,Sales Executive,Single,5326,3064,No
34,No,Research & Development,797,Female,1,Research Scientist,Single,3280,13551,No
54,No,Research & Development,799,Female,2,Manufacturing Director,Divorced,5485,22670,Yes
27,No,Sales,800,Male,2,Sales Executive,Married,4342,24008,No
37,No,Research & Development,802,Female,1,Research Scientist,Divorced,2782,19905,Yes
38,No,Research & Development,803,Female,2,Manufacturing Director,Single,5980,26085,Yes
34,No,Research & Development,804,Female,1,Research Scientist,Single,4381,7530,No
35,No,Sales,805,Female,1,Sales Representative,Married,2572,20317,No
30,No,Research & Development,806,Male,1,Laboratory Technician,Married,3833,24375,No
40,No,Research & Development,807,Female,2,Healthcare Representative,Married,4244,9931,No
34,No,Sales,808,Female,2,Sales Executive,Married,6500,13305,No
42,No,Research & Development,809,Male,5,Manager,Divorced,18430,16225,No
23,Yes,Research & Development,811,Male,1,Laboratory Technician,Married,1601,3445,Yes
24,No,Research & Development,812,Male,1,Laboratory Technician,Divorced,2694,26551,No
52,No,Research & Development,813,Female,2,Laboratory Technician,Married,3149,21821,No
50,No,Research & Development,815,Male,4,Research Director,Married,17639,6881,No
29,Yes,Research & Development,816,Female,1,Laboratory Technician,Married,2319,6689,Yes
33,No,Research & Development,817,Male,3,Research Director,Married,11691,25995,No
33,Yes,Sales,819,Female,2,Sales Executive,Single,5324,26507,No
47,No,Research & Development,820,Female,4,Manager,Married,16752,12982,Yes
36,No,Research & Development,823,Female,2,Manufacturing Director,Married,5228,23361,No
29,No,Research & Development,824,Male,1,Research Scientist,Married,2700,23779,No
58,Yes,Research & Development,825,Male,5,Research Director,Single,19246,25761,Yes
35,No,Research & Development,826,Female,1,Research Scientist,Single,2506,13301,No
42,No,Research & Development,827,Female,2,Manufacturing Director,Married,6062,4051,Yes
28,Yes,Research & Development,828,Male,1,Research Scientist,Single,4382,16374,No
36,No,Human Resources,829,Male,1,Human Resources,Married,2143,25527,No
32,No,Research & Development,830,Female,2,Manufacturing Director,Married,6162,19124,No
40,No,Research & Development,832,Male,2,Laboratory Technician,Single,5094,11983,No
30,No,Research & Development,833,Female,2,Manufacturing Director,Single,6877,20234,Yes
45,No,Research & Development,834,Female,1,Research Scientist,Single,2274,6153,No
42,No,Research & Development,836,Male,2,Manufacturing Director,Married,4434,11806,No
38,No,Research & Development,837,Male,2,Healthcare Representative,Divorced,6288,4284,No
34,No,Research & Development,838,Female,1,Research Scientist,Single,2553,8306,No
49,Yes,Sales,840,Female,3,Sales Executive,Married,7654,5860,No
55,Yes,Sales,842,Male,2,Sales Executive,Single,5160,21519,No
43,No,Research & Development,843,Male,4,Research Director,Married,17159,5200,No
27,No,Research & Development,844,Male,3,Research Director,Divorced,12808,8842,Yes
35,No,Research & Development,845,Male,3,Manufacturing Director,Single,10221,18869,No
28,No,Sales,846,Female,2,Sales Executive,Married,4779,3698,Yes
34,No,Human Resources,847,Male,1,Human Resources,Married,3737,2243,No
26,Yes,Research & Development,848,Female,1,Research Scientist,Married,2366,20898,Yes
27,No,Research & Development,850,Male,1,Research Scientist,Married,1706,16571,No
51,No,Sales,851,Female,4,Manager,Married,16307,5594,No
44,No,Research & Development,852,Male,2,Healthcare Representative,Single,5933,5197,No
25,No,Research & Development,854,Male,1,Research Scientist,Single,3424,21632,No
33,No,Sales,855,Male,2,Sales Executive,Divorced,4037,21816,No
35,No,Research & Development,856,Female,1,Research Scientist,Single,2559,17852,No
36,No,Sales,857,Male,2,Sales Executive,Married,6201,2823,Yes
32,No,Sales,859,Male,2,Sales Executive,Divorced,4403,9250,No
30,No,Research & Development,861,Male,1,Research Scientist,Divorced,3761,2373,No
53,No,Sales,862,Female,3,Sales Executive,Married,10934,20715,Yes
45,No,Sales,864,Male,3,Sales Executive,Divorced,10761,19239,Yes
32,No,Research & Development,865,Female,2,Research Scientist,Married,5175,22162,No
52,No,Research & Development,867,Female,4,Manufacturing Director,Married,13826,19028,No
37,No,Sales,868,Male,2,Sales Executive,Divorced,6334,24558,No
28,No,Human Resources,869,Male,1,Human Resources,Divorced,4936,23965,No
22,No,Research & Development,872,Male,2,Manufacturing Director,Married,4775,19146,No
44,No,Research & Development,874,Male,1,Laboratory Technician,Married,2818,5044,Yes
42,No,Research & Development,875,Male,1,Research Scientist,Single,2515,9068,Yes
36,No,Human Resources,878,Male,1,Human Resources,Married,2342,8635,No
25,No,Sales,879,Male,2,Sales Executive,Married,4194,14363,Yes
35,No,Research & Development,880,Female,3,Manufacturing Director,Married,10685,23457,Yes
35,Yes,Research & Development,881,Female,1,Research Scientist,Divorced,2022,16612,Yes
32,No,Research & Development,882,Male,1,Laboratory Technician,Divorced,2314,9148,No
25,No,Sales,885,Male,2,Sales Executive,Married,4256,18154,No
49,No,Research & Development,887,Female,1,Research Scientist,Married,3580,10554,No
24,No,Research & Development,888,Male,1,Laboratory Technician,Married,3162,10778,No
32,No,Sales,889,Male,2,Sales Executive,Married,6524,8891,No
38,No,Sales,893,Male,1,Sales Representative,Married,2899,12102,No
42,No,Research & Development,894,Female,2,Laboratory Technician,Married,5231,23726,Yes
31,No,Research & Development,895,Male,1,Research Scientist,Married,2356,14871,Yes
29,Yes,Sales,896,Female,1,Sales Representative,Divorced,2800,23522,Yes
53,No,Sales,897,Male,4,Sales Executive,Married,11836,22789,No
35,No,Research & Development,899,Male,3,Manufacturing Director,Married,10903,9129,No
37,No,Sales,900,Female,1,Sales Representative,Married,2973,21222,No
53,No,Research & Development,901,Female,4,Research Director,Single,14275,20206,No
43,No,Research & Development,902,Female,2,Healthcare Representative,Married,5562,21782,No
47,No,Sales,903,Female,2,Sales Executive,Married,4537,17783,Yes
37,No,Sales,904,Male,3,Sales Executive,Single,7642,4814,Yes
50,No,Research & Development,905,Male,4,Manager,Divorced,17924,4544,No
39,No,Human Resources,909,Female,2,Human Resources,Married,5204,7790,No
33,No,Human Resources,910,Male,1,Human Resources,Divorced,2277,22650,Yes
32,Yes,Research & Development,911,Male,1,Laboratory Technician,Single,2795,18016,Yes
29,No,Research & Development,912,Female,1,Laboratory Technician,Divorced,2532,6054,No
44,No,Research & Development,913,Male,1,Research Scientist,Married,2559,7508,Yes
28,No,Sales,916,Male,2,Sales Executive,Single,4908,24252,No
58,Yes,Research & Development,918,Male,1,Laboratory Technician,Divorced,2380,13384,Yes
43,No,Research & Development,920,Female,2,Manufacturing Director,Divorced,4765,23814,No
20,Yes,Sales,922,Female,1,Sales Representative,Single,2044,22052,No
21,Yes,Research & Development,923,Female,1,Research Scientist,Single,2693,8870,No
36,No,Research & Development,924,Male,2,Healthcare Representative,Married,6586,4821,Yes
47,No,Sales,925,Female,1,Sales Representative,Single,3294,13137,Yes
22,Yes,Research & Development,926,Female,2,Manufacturing Director,Married,4171,10022,Yes
41,Yes,Research & Development,927,Female,1,Laboratory Technician,Divorced,2778,17725,Yes
28,No,Research & Development,930,Female,1,Research Scientist,Divorced,2377,9834,No
39,Yes,Research & Development,932,Male,1,Laboratory Technician,Married,2404,4303,Yes
27,No,Research & Development,933,Female,1,Research Scientist,Single,2318,17808,No
34,No,Research & Development,934,Male,1,Laboratory Technician,Divorced,2008,6896,No
42,No,Sales,936,Female,2,Sales Executive,Single,6244,7824,No
33,No,Research & Development,939,Male,1,Research Scientist,Single,2799,3339,Yes
58,No,Research & Development,940,Female,3,Healthcare Representative,Divorced,10552,9255,Yes
31,No,Sales,941,Male,1,Sales Representative,Married,2329,11737,No
35,No,Research & Development,942,Female,2,Healthcare Representative,Married,4014,19170,Yes
49,No,Research & Development,944,Female,3,Laboratory Technician,Married,7403,22477,No
48,No,Research & Development,945,Male,1,Research Scientist,Married,2259,5543,No
31,No,Sales,947,Female,2,Sales Executive,Married,6932,24406,No
36,No,Research & Development,949,Male,1,Research Scientist,Single,4678,23293,No
38,No,Research & Development,950,Female,3,Research Director,Married,13582,16292,No
32,No,Research & Development,951,Female,1,Laboratory Technician,Married,2332,3974,No
25,Yes,Sales,952,Male,1,Sales Representative,Married,2413,18798,Yes
40,No,Sales,954,Male,3,Sales Executive,Divorced,9705,20652,No
26,No,Sales,956,Male,2,Sales Executive,Single,4294,11148,No
41,No,Research & Development,957,Male,1,Laboratory Technician,Single,4721,3119,Yes
36,No,Research & Development,958,Male,1,Laboratory Technician,Single,2519,12287,No
19,Yes,Sales,959,Male,1,Sales Representative,Single,2121,9947,Yes
20,Yes,Research & Development,960,Male,1,Laboratory Technician,Single,2973,13008,No
31,No,Research & Development,961,Female,2,Healthcare Representative,Married,5855,17369,Yes
40,No,Research & Development,964,Male,1,Research Scientist,Divorced,3617,25063,Yes
32,No,Research & Development,966,Female,2,Manufacturing Director,Married,6725,13554,No
36,Yes,Sales,967,Male,3,Sales Executive,Married,10325,5518,Yes
33,No,Research & Development,969,Female,2,Healthcare Representative,Single,6949,12291,No
37,Yes,Sales,970,Male,3,Sales Executive,Married,10609,14922,No
45,No,Research & Development,972,Male,2,Laboratory Technician,Married,4447,23163,No
29,No,Sales,974,Female,1,Sales Representative,Married,2157,18203,No
35,No,Sales,975,Female,2,Sales Executive,Married,4601,6179,No
52,No,Research & Development,976,Male,4,Manager,Married,17099,13829,No
58,Yes,Research & Development,977,Male,1,Research Scientist,Single,2479,26227,No
53,No,Sales,981,Male,4,Manager,Divorced,14852,13938,No
30,No,Sales,982,Male,3,Sales Executive,Divorced,7264,9977,No
38,No,Sales,983,Female,2,Sales Executive,Single,5666,19899,Yes
35,No,Sales,984,Male,3,Sales Executive,Divorced,7823,6812,No
39,No,Sales,985,Male,3,Sales Executive,Single,7880,2560,No
40,Yes,Sales,986,Female,4,Sales Executive,Single,13194,17071,Yes
47,No,Research & Development,987,Male,2,Manufacturing Director,Divorced,5067,6759,Yes
36,No,Sales,990,Male,2,Sales Executive,Divorced,5079,25952,No
31,Yes,Research & Development,991,Male,1,Research Scientist,Single,2321,10322,Yes
33,No,Sales,992,Male,4,Manager,Single,17444,20489,No
29,Yes,Research & Development,994,Female,1,Research Scientist,Single,2404,11479,Yes
33,No,Research & Development,995,Female,1,Research Scientist,Single,3452,17241,No
45,No,Research & Development,996,Female,1,Laboratory Technician,Divorced,2270,11005,No
50,No,Research & Development,997,Male,4,Research Director,Divorced,17399,6615,No
33,No,Research & Development,998,Female,2,Healthcare Representative,Married,5488,20161,Yes
41,No,Research & Development,999,Male,5,Research Director,Divorced,19419,3735,No
27,No,Research & Development,1001,Female,1,Laboratory Technician,Married,2811,12086,No
45,No,Research & Development,1002,Male,2,Laboratory Technician,Married,3633,14039,Yes
47,No,Sales,1003,Female,2,Sales Executive,Single,4163,8571,Yes
30,Yes,Research & Development,1004,Female,1,Research Scientist,Married,2132,11539,Yes
50,No,Research & Development,1005,Male,4,Manufacturing Director,Married,13973,4161,Yes
38,No,Research & Development,1006,Male,1,Research Scientist,Married,2684,12127,No
46,No,Research & Development,1007,Male,3,Manufacturing Director,Divorced,10845,24208,No
24,No,Research & Development,1009,Female,2,Manufacturing Director,Divorced,4377,24117,No
35,Yes,Research & Development,1010,Male,1,Laboratory Technician,Divorced,3743,10074,Yes
31,No,Research & Development,1011,Female,2,Manufacturing Director,Married,4148,11275,No
18,No,Research & Development,1012,Male,1,Research Scientist,Single,1051,13493,No
54,No,Research & Development,1013,Female,3,Manufacturing Director,Married,10739,13943,No
35,No,Research & Development,1014,Female,3,Healthcare Representative,Divorced,10388,6975,Yes
30,No,Research & Development,1015,Female,3,Research Director,Married,11416,17802,Yes
20,Yes,Research & Development,1016,Female,1,Research Scientist,Single,2600,18275,Yes
30,Yes,Research & Development,1017,Female,1,Laboratory Technician,Single,2422,25725,No
26,No,Research & Development,1018,Male,2,Manufacturing Director,Married,5472,3334,No
22,No,Research & Development,1019,Male,1,Laboratory Technician,Married,2451,6881,No
48,No,Research & Development,1022,Male,2,Healthcare Representative,Single,4240,13119,No
48,No,Research & Development,1024,Male,3,Healthcare Representative,Single,10999,22245,No
41,No,Research & Development,1025,Female,2,Manufacturing Director,Single,5003,23371,No
39,No,Research & Development,1026,Female,4,Manufacturing Director,Married,12742,7060,No
27,No,Research & Development,1027,Female,2,Manufacturing Director,Married,4227,4658,No
35,No,Research & Development,1028,Male,1,Laboratory Technician,Divorced,3917,9541,No
42,No,Sales,1029,Male,5,Manager,Married,18303,7770,No
50,No,Research & Development,1030,Male,1,Laboratory Technician,Married,2380,20165,No
59,No,Research & Development,1032,Female,4,Manufacturing Director,Single,13726,21829,Yes
37,Yes,Research & Development,1033,Female,2,Healthcare Representative,Married,4777,14382,No
55,No,Research & Development,1034,Male,2,Healthcare Representative,Married,6385,12992,Yes
41,No,Research & Development,1035,Female,5,Research Director,Divorced,19973,20284,No
38,No,Sales,1036,Male,2,Sales Executive,Single,6861,4981,Yes
26,Yes,Sales,1037,Male,2,Sales Executive,Single,4969,21813,No
52,Yes,Sales,1038,Female,5,Manager,Married,19845,25846,No
44,No,Sales,1039,Female,4,Sales Executive,Married,13320,11737,Yes
50,No,Sales,1040,Female,2,Sales Executive,Married,6347,24920,No
36,Yes,Research & Development,1042,Female,1,Laboratory Technician,Single,2743,8269,No
39,No,Research & Development,1043,Female,3,Manufacturing Director,Single,10880,5083,Yes
33,No,Sales,1044,Female,1,Sales Representative,Single,2342,21437,No
45,No,Sales,1045,Female,4,Manager,Married,17650,5404,No
32,No,Research & Development,1046,Female,1,Laboratory Technician,Single,4025,11135,No
34,No,Sales,1047,Male,2,Sales Executive,Divorced,9725,12278,No
59,No,Sales,1048,Male,3,Manager,Married,11904,11038,Yes
45,No,Human Resources,1049,Male,1,Human Resources,Single,2177,8318,No
53,No,Sales,1050,Female,3,Sales Executive,Married,7525,23537,No
36,Yes,Research & Development,1052,Male,2,Laboratory Technician,Divorced,4834,7858,No
26,Yes,Research & Development,1053,Male,1,Research Scientist,Married,2042,15346,Yes
34,No,Sales,1055,Female,1,Sales Representative,Married,2220,18410,Yes
28,No,Sales,1056,Male,1,Sales Representative,Married,1052,23384,No
38,No,Research & Development,1060,Male,1,Research Scientist,Married,2821,2997,No
50,No,Research & Development,1061,Male,5,Research Director,Married,19237,12853,Yes
