Age,Attrition,Department,DistanceFromHome,EducationField,EmployeeNumber,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate
29,Yes,Research & Development,8,Other,454,Male,Laboratory Technician,1,Married,2119,4759
29,No,Research & Development,9,Other,455,Male,Laboratory Technician,4,Single,3983,7621
30,No,Sales,5,Marketing,456,Female,Sales Executive,3,Divorced,6118,5431
27,No,Sales,8,Marketing,458,Female,Sales Executive,2,Married,6214,3415
37,No,Research & Development,5,Medical,460,Male,Manufacturing Director,4,Divorced,6347,23177
38,No,Research & Development,15,Life Sciences,461,Male,Research Director,4,Divorced,11510,15682
31,No,Research & Development,7,Medical,462,Female,Manufacturing Director,4,Single,7143,25713
29,No,Sales,10,Marketing,463,Female,Sales Executive,2,Divorced,8268,11866
35,No,Research & Development,5,Technical Degree,464,Male,Manufacturing Director,2,Single,8095,18264
23,No,Research & Development,26,Life Sciences,465,Male,Research Scientist,4,Divorced,2904,16092
41,No,Research & Development,6,Medical,466,Male,Manufacturing Director,2,Single,6032,10110
47,No,Sales,4,Medical,467,Male,Sales Representative,3,Single,2976,25751
42,No,Research & Development,23,Life Sciences,468,Female,Research Director,4,Single,15992,15901
29,No,Sales,2,Life Sciences,469,Male,Sales Executive,3,Married,4649,16928
42,No,Human Resources,2,Technical Degree,470,Male,Human Resources,3,Divorced,2696,24017
32,No,Research & Development,2,Medical,471,Female,Laboratory Technician,2,Married,2370,3956
48,No,Sales,29,Medical,473,Female,Manager,3,Married,12504,23978
37,No,Research & Development,6,Medical,474,Male,Research Scientist,1,Divorced,5974,17001
30,No,Sales,25,Technical Degree,475,Female,Sales Executive,3,Married,4736,6069
26,No,Sales,1,Life Sciences,476,Male,Sales Executive,3,Married,5296,20156
42,No,Research & Development,2,Other,477,Male,Healthcare Representative,4,Single,6781,17078
21,Yes,Sales,1,Technical Degree,478,Female,Sales Representative,2,Single,2174,9150
36,No,Sales,1,Medical,479,Female,Sales Executive,4,Single,6653,15276
36,No,Sales,3,Medical,481,Male,Sales Executive,4,Married,9699,7246
57,No,Research & Development,1,Medical,482,Male,Healthcare Representative,3,Married,6755,2967
40,No,Research & Development,10,Life Sciences,483,Female,Laboratory Technician,3,Married,2213,22495
21,No,Sales,9,Medical,484,Male,Sales Representative,4,Single,2610,2851
33,Yes,Sales,5,Marketing,485,Female,Sales Representative,3,Single,2851,9150
37,No,Research & Development,10,Medical,486,Female,Laboratory Technician,1,Married,3452,17663
46,No,Research & Development,7,Medical,487,Female,Manufacturing Director,3,Married,5258,16044
41,Yes,Sales,4,Marketing,488,Male,Sales Executive,2,Single,9355,9558
50,No,Research & Development,10,Technical Degree,491,Male,Healthcare Representative,4,Single,10496,2755
40,Yes,Sales,22,Marketing,492,Male,Sales Executive,3,Married,6380,6110
31,No,Research & Development,9,Life Sciences,493,Male,Research Scientist,2,Single,2657,7551
21,Yes,Sales,12,Life Sciences,494,Female,Sales Representative,2,Single,2716,25422
29,No,Research & Development,23,Life Sciences,495,Male,Research Scientist,4,Single,2201,18168
35,No,Research & Development,9,Life Sciences,496,Male,Healthcare Representative,2,Single,6540,19394
27,No,Research & Development,1,Medical,497,Male,Laboratory Technician,2,Divorced,3816,17881
28,No,Sales,9,Life Sciences,498,Male,Sales Executive,4,Single,5253,20750
49,No,Research & Development,7,Other,499,Male,Healthcare Representative,3,Single,10965,12066
51,No,Sales,14,Life Sciences,500,Female,Sales Executive,4,Married,4936,14862
36,No,Research & Development,2,Life Sciences,501,Female,Research Scientist,3,Married,2543,11868
34,Yes,Sales,19,Marketing,502,Male,Sales Executive,4,Single,5304,4652
55,No,Research & Development,2,Life Sciences,505,Female,Manager,4,Single,16659,23258
24,No,Sales,10,Marketing,507,Female,Sales Executive,3,Divorced,4260,5915
30,No,Sales,2,Technical Degree,508,Male,Sales Representative,2,Married,2476,17434
26,Yes,Research & Development,3,Technical Degree,510,Male,Research Scientist,1,Single,3102,6582
22,No,Research & Development,11,Medical,511,Female,Research Scientist,2,Married,2244,24440
36,No,Sales,2,Medical,513,Male,Sales Executive,3,Married,7596,3809
30,Yes,Research & Development,4,Technical Degree,514,Male,Research Scientist,4,Single,2285,3427
37,No,Research & Development,14,Life Sciences,515,Female,Laboratory Technician,1,Divorced,3034,26914
40,No,Sales,2,Marketing,516,Female,Sales Executive,2,Divorced,5715,22553
42,No,Research & Development,1,Life Sciences,517,Female,Laboratory Technician,1,Divorced,2576,20490
37,No,Research & Development,10,Life Sciences,518,Male,Manufacturing Director,2,Single,4197,21123
43,No,Research & Development,12,Life Sciences,520,Male,Research Director,2,Divorced,14336,4345
40,No,Research & Development,2,Medical,521,Female,Laboratory Technician,3,Married,3448,13436
54,No,Research & Development,5,Medical,522,Male,Research Director,1,Married,19406,8509
34,No,Sales,4,Marketing,523,Female,Sales Executive,3,Married,6538,12740
31,No,Research & Development,7,Medical,524,Female,Manufacturing Director,1,Married,4306,4156
43,No,Research & Development,21,Medical,525,Male,Laboratory Technician,4,Married,2258,15238
43,No,Research & Development,8,Other,526,Female,Healthcare Representative,3,Divorced,4522,2227
25,No,Sales,4,Life Sciences,527,Female,Sales Executive,4,Single,4487,12090
37,No,Research & Development,25,Medical,529,Female,Research Scientist,3,Married,4449,23866
31,No,Research & Development,1,Life Sciences,530,Male,Laboratory Technician,1,Married,2218,16193
39,No,Research & Development,1,Life Sciences,531,Male,Manager,3,Divorced,19197,8213
56,No,Sales,6,Life Sciences,532,Female,Sales Executive,1,Married,13212,18256
30,No,Sales,12,Technical Degree,533,Female,Sales Executive,3,Single,6577,19558
41,No,Sales,1,Marketing,534,Male,Sales Executive,1,Married,8392,19566
28,No,Research & Development,17,Medical,536,Male,Laboratory Technician,1,Divorced,4558,13535
25,Yes,Research & Development,3,Medical,538,Male,Laboratory Technician,1,Married,4031,9396
52,No,Research & Development,3,Medical,543,Male,Manufacturing Director,3,Married,7969,19609
45,No,Research & Development,10,Life Sciences,544,Male,Research Scientist,4,Married,2654,9655
52,No,Research & Development,4,Life Sciences,546,Female,Manager,4,Married,16555,10310
42,No,Research & Development,29,Life Sciences,547,Female,Research Scientist,3,Divorced,4556,12932
30,No,Research & Development,2,Life Sciences,548,Female,Manufacturing Director,4,Single,6091,24793
60,No,Research & Development,7,Life Sciences,549,Female,Manager,1,Married,19566,3854
46,No,Research & Development,18,Medical,550,Female,Manufacturing Director,3,Divorced,4810,26314
42,No,Research & Development,28,Technical Degree,551,Female,Healthcare Representative,4,Married,4523,4386
24,Yes,Sales,1,Technical Degree,554,Female,Sales Representative,2,Single,3202,21972
34,Yes,Sales,6,Marketing,555,Female,Sales Representative,3,Divorced,2351,12253
38,No,Research & Development,2,Life Sciences,556,Male,Laboratory Technician,4,Married,1702,12106
40,No,Sales,2,Life Sciences,558,Female,Manager,3,Married,18041,13022
26,No,Research & Development,23,Life Sciences,560,Female,Research Scientist,4,Divorced,2886,3032
30,No,Research & Development,3,Life Sciences,562,Male,Laboratory Technician,4,Married,2097,16734
29,No,Research & Development,3,Medical,564,Male,Research Director,3,Married,11935,21526
29,Yes,Research & Development,25,Technical Degree,565,Female,Research Scientist,2,Married,2546,18300
19,Yes,Human Resources,2,Technical Degree,566,Male,Human Resources,4,Single,2564,18437
30,No,Sales,22,Other,567,Female,Sales Executive,1,Married,8412,2890
57,No,Sales,29,Marketing,568,Male,Manager,4,Divorced,14118,22102
50,No,Research & Development,29,Life Sciences,569,Male,Manager,3,Married,17046,9314
30,No,Research & Development,2,Medical,571,Female,Laboratory Technician,4,Single,2564,7181
60,No,Sales,28,Marketing,573,Female,Sales Executive,1,Married,10266,2845
47,No,Research & Development,2,Medical,574,Female,Manufacturing Director,4,Divorced,5070,7389
46,No,Research & Development,2,Life Sciences,575,Male,Research Director,3,Married,17861,2288
35,No,Research & Development,22,Life Sciences,577,Male,Laboratory Technician,3,Single,4230,19225
54,No,Research & Development,8,Life Sciences,578,Female,Laboratory Technician,3,Single,3780,23428
34,No,Research & Development,2,Life Sciences,579,Male,Research Scientist,3,Divorced,2768,8416
46,No,Sales,10,Marketing,580,Female,Sales Executive,4,Married,9071,11563
31,No,Research & Development,9,Life Sciences,581,Male,Manufacturing Director,2,Divorced,10648,14394
33,Yes,Research & Development,15,Medical,582,Male,Manager,3,Married,13610,24619
33,Yes,Research & Development,10,Medical,584,Male,Laboratory Technician,4,Divorced,3408,6705
30,No,Sales,7,Marketing,585,Male,Sales Representative,2,Single,2983,18398
35,No,Research & Development,16,Life Sciences,586,Male,Healthcare Representative,3,Married,7632,14295
31,Yes,Research & Development,20,Life Sciences,587,Male,Healthcare Representative,3,Married,9824,22908
34,Yes,Human Resources,23,Human Resources,590,Female,Human Resources,1,Divorced,9950,11533
42,No,Research & Development,5,Other,591,Male,Laboratory Technician,3,Married,2093,9260
36,No,Sales,10,Medical,592,Male,Sales Executive,4,Single,9980,15318
22,Yes,Research & Development,4,Technical Degree,593,Male,Laboratory Technician,3,Single,3894,9129
48,No,Sales,2,Marketing,595,Female,Sales Executive,4,Married,4051,19658
55,No,Sales,18,Life Sciences,597,Female,Manager,2,Single,16835,9873
41,No,Sales,10,Life Sciences,599,Male,Sales Executive,4,Single,6230,13430
35,No,Sales,1,Marketing,600,Male,Sales Executive,3,Married,4717,18659
40,No,Research & Development,6,Life Sciences,601,Female,Manufacturing Director,3,Single,13237,20364
39,No,Research & Development,8,Life Sciences,602,Female,Laboratory Technician,3,Married,3755,17872
31,No,Sales,2,Life Sciences,604,Male,Sales Executive,4,Single,6582,8346
42,No,Research & Development,24,Medical,605,Male,Manufacturing Director,1,Married,7406,6950
45,No,Sales,2,Other,606,Male,Sales Executive,2,Married,4805,16177
26,Yes,Human Resources,17,Life Sciences,608,Female,Human Resources,3,Divorced,2741,22808
29,No,Research & Development,19,Technical Degree,611,Male,Manufacturing Director,4,Divorced,4262,22645
33,No,Research & Development,1,Medical,612,Female,Research Director,3,Divorced,16184,22578
31,No,Sales,7,Life Sciences,613,Male,Manager,4,Divorced,11557,25291
18,Yes,Sales,5,Marketing,614,Male,Sales Representative,2,Single,1878,8059
40,No,Sales,28,Other,615,Male,Sales Executive,1,Divorced,10932,11373
41,No,Research & Development,2,Other,616,Female,Healthcare Representative,3,Single,6811,2112
26,No,Sales,29,Medical,618,Male,Sales Executive,3,Divorced,4306,4267
35,No,Sales,1,Medical,620,Female,Sales Executive,3,Single,4859,6698
34,No,Sales,21,Life Sciences,621,Male,Sales Executive,4,Single,5337,19921
26,Yes,Research & Development,24,Technical Degree,622,Male,Laboratory Technician,4,Single,2340,23213
37,No,Research & Development,1,Technical Degree,623,Female,Manufacturing Director,4,Single,7491,23848
46,No,Research & Development,18,Medical,624,Female,Healthcare Representative,3,Married,10527,8984
41,No,Sales,2,Life Sciences,625,Female,Manager,1,Married,16595,5626
37,No,Sales,9,Medical,626,Male,Sales Executive,2,Divorced,8834,24666
52,No,Research & Development,6,Technical Degree,630,Male,Research Scientist,1,Divorced,5577,22087
32,Yes,Sales,11,Other,631,Male,Sales Executive,3,Married,4707,23914
24,No,Sales,24,Medical,632,Male,Sales Representative,4,Married,2400,5530
38,No,Research & Development,10,Medical,634,Female,Healthcare Representative,3,Married,9824,22174
37,No,Research & Development,1,Life Sciences,635,Female,Manufacturing Director,2,Married,6447,15701
49,No,Research & Development,18,Life Sciences,638,Male,Research Director,3,Divorced,19502,2125
24,No,Research & Development,23,Medical,639,Male,Research Scientist,4,Married,2725,21630
26,No,Sales,28,Marketing,641,Male,Sales Executive,2,Married,6272,7428
24,No,Research & Development,17,Other,643,Male,Laboratory Technician,2,Married,2127,9100
50,No,Human Resources,3,Medical,644,Male,Manager,2,Married,18200,7999
25,No,Sales,13,Medical,645,Male,Sales Representative,3,Married,2096,26376
24,Yes,Research & Development,7,Life Sciences,647,Female,Laboratory Technician,3,Married,2886,14168
30,Yes,Sales,12,Life Sciences,648,Male,Sales Representative,1,Married,2033,14470
34,No,Research & Development,1,Life Sciences,649,Male,Research Scientist,4,Married,3622,22794
31,Yes,Sales,13,Medical,650,Male,Sales Executive,1,Divorced,4233,11512
35,No,Research & Development,25,Other,652,Male,Laboratory Technician,4,Single,3681,14004
31,No,Sales,6,Medical,653,Male,Sales Executive,4,Divorced,5460,6219
27,No,Research & Development,6,Medical,655,Female,Research Scientist,3,Divorced,2187,5013
37,No,Sales,2,Marketing,656,Male,Sales Executive,3,Married,9602,3010
20,No,Research & Development,1,Life Sciences,657,Female,Research Scientist,2,Single,2836,11757
42,No,Research & Development,2,Life Sciences,659,Female,Healthcare Representative,4,Married,4089,5718
43,No,Research & Development,6,Other,661,Male,Research Director,4,Divorced,16627,2671
38,No,Research & Development,1,Life Sciences,662,Female,Research Scientist,1,Single,2619,14561
43,No,Research & Development,9,Medical,663,Male,Laboratory Technician,3,Divorced,5679,19627
48,No,Research & Development,1,Life Sciences,664,Female,Manager,1,Married,15402,17997
44,No,Human Resources,1,Life Sciences,665,Female,Human Resources,3,Single,5985,26894
34,No,Sales,14,Technical Degree,666,Female,Sales Representative,3,Divorced,2579,2912
27,Yes,Sales,2,Marketing,667,Male,Sales Representative,1,Divorced,3041,16346
21,No,Sales,22,Technical Degree,669,Male,Sales Representative,3,Single,3447,24444
44,No,Research & Development,3,Other,671,Male,Manager,4,Married,19513,9358
22,No,Research & Development,6,Medical,675,Male,Research Scientist,3,Married,2773,12145
33,No,Sales,8,Marketing,677,Male,Sales Executive,3,Divorced,7104,20431
32,No,Research & Development,9,Life Sciences,679,Female,Research Scientist,4,Married,6322,18089
30,No,Research & Development,3,Medical,680,Female,Research Scientist,3,Divorced,2083,22653
53,No,Sales,1,Medical,682,Female,Sales Executive,1,Single,8381,7507
34,No,Research & Development,1,Life Sciences,683,Male,Research Scientist,4,Married,2691,7660
45,Yes,Sales,26,Life Sciences,684,Female,Sales Executive,1,Married,4286,5630
26,No,Research & Development,6,Life Sciences,686,Female,Laboratory Technician,4,Married,2659,17759
37,No,Research & Development,3,Other,689,Male,Manufacturing Director,3,Married,9434,9606
29,No,Sales,3,Medical,690,Female,Sales Executive,3,Married,5561,3487
35,No,Research & Development,6,Life Sciences,691,Male,Research Scientist,4,Single,6646,19368
33,No,Research & Development,6,Life Sciences,692,Male,Healthcare Representative,4,Divorced,7725,5335
54,No,Human Resources,19,Medical,698,Male,Human Resources,2,Married,10725,6729
36,No,Research & Development,9,Medical,699,Male,Manufacturing Director,2,Divorced,8847,13934
27,No,Research & Development,3,Medical,700,Male,Research Scientist,4,Single,2045,15174
20,Yes,Research & Development,10,Medical,701,Male,Research Scientist,3,Single,1009,26999
33,Yes,Research & Development,3,Life Sciences,702,Male,Research Scientist,1,Single,3348,3164
35,No,Research & Development,3,Life Sciences,704,Male,Laboratory Technician,3,Married,1281,16900
23,No,Research & Development,4,Medical,705,Male,Research Scientist,1,Married,2819,8544
25,No,Sales,8,Life Sciences,707,Male,Sales Executive,2,Married,4851,15678
38,No,Sales,7,Marketing,709,Female,Sales Executive,4,Single,4028,7791
29,No,Research & Development,1,Life Sciences,710,Male,Research Scientist,4,Divorced,2720,18959
48,No,Sales,2,Marketing,712,Male,Sales Executive,2,Married,8120,18597
27,No,Sales,3,Medical,714,Female,Sales Executive,4,Divorced,4647,16673
37,No,Research & Development,10,Life Sciences,715,Male,Research Scientist,4,Single,4680,15232
50,No,Research & Development,28,Medical,716,Male,Laboratory Technician,3,Married,3221,3297
34,No,Research & Development,9,Medical,717,Female,Healthcare Representative,2,Single,8621,17654
24,Yes,Sales,3,Life Sciences,720,Female,Sales Executive,3,Single,4577,24785
39,No,Research & Development,2,Technical Degree,721,Female,Healthcare Representative,3,Single,4553,20978
32,No,Sales,10,Marketing,722,Male,Sales Executive,4,Single,5396,21703
50,Yes,Sales,8,Technical Degree,723,Male,Sales Executive,3,Married,6796,23452
38,No,Research & Development,1,Life Sciences,724,Female,Healthcare Representative,4,Single,7625,19383
27,No,Research & Development,1,Life Sciences,725,Female,Manufacturing Director,1,Married,7412,6009
32,No,Research & Development,3,Life Sciences,727,Female,Research Director,4,Single,11159,19373
47,No,Sales,14,Marketing,728,Male,Sales Executive,1,Single,4960,11825
40,No,Sales,5,Life Sciences,729,Male,Sales Executive,1,Married,10475,23772
53,No,Research & Development,7,Life Sciences,730,Male,Research Director,3,Married,14814,13514
41,No,Human Resources,10,Human Resources,731,Male,Manager,4,Divorced,19141,8861
60,No,Sales,16,Marketing,732,Male,Sales Executive,1,Single,5405,11924
27,No,Research & Development,10,Life Sciences,733,Male,Manufacturing Director,1,Divorced,8793,4809
41,No,Human Resources,1,Human Resources,734,Male,Manager,3,Married,19189,19562
50,No,Sales,8,Marketing,738,Male,Sales Representative,2,Married,3875,9983
28,Yes,Research & Development,1,Life Sciences,741,Female,Research Scientist,2,Single,2216,3872
36,No,Research & Development,8,Life Sciences,742,Female,Research Director,1,Married,11713,20335
38,No,Research & Development,1,Life Sciences,743,Female,Manufacturing Director,3,Single,7861,15397
44,No,Research & Development,24,Medical,744,Male,Laboratory Technician,3,Single,3708,2104
47,No,Sales,3,Medical,746,Female,Sales Executive,3,Divorced,13770,10225
30,No,Sales,27,Marketing,747,Male,Sales Executive,4,Divorced,5304,25275
29,No,Sales,10,Life Sciences,749,Male,Sales Representative,3,Single,2642,2755
42,Yes,Research & Development,19,Medical,752,Male,Research Scientist,3,Divorced,2759,20366
43,No,Sales,15,Life Sciences,754,Male,Sales Executive,4,Married,6804,23683
34,No,Research & Development,8,Medical,757,Female,Healthcare Representative,3,Single,6142,7360
23,No,Research & Development,9,Medical,758,Male,Laboratory Technician,1,Married,2500,4344
39,No,Human Resources,3,Human Resources,760,Female,Human Resources,2,Married,6389,18767
56,No,Research & Development,9,Medical,762,Male,Healthcare Representative,4,Married,11103,20420
40,No,Research & Development,2,Medical,763,Female,Research Scientist,4,Single,2342,22929
27,No,Research & Development,7,Medical,764,Female,Healthcare Representative,1,Single,6811,23398
29,No,Sales,10,Marketing,766,Male,Sales Representative,2,Divorced,2297,17967
53,No,Research & Development,6,Life Sciences,769,Male,Laboratory Technician,4,Single,2450,10919
35,No,Research & Development,2,Life Sciences,771,Female,Healthcare Representative,1,Divorced,5093,4761
32,No,Research & Development,24,Life Sciences,772,Male,Laboratory Technician,4,Married,5309,21146
38,No,Research & Development,2,Medical,773,Male,Research Scientist,3,Married,3057,20471
34,No,Research & Development,8,Life Sciences,775,Female,Manufacturing Director,1,Divorced,5121,4187
52,No,Sales,3,Marketing,776,Male,Manager,1,Married,16856,10084
33,Yes,Research & Development,1,Other,780,Male,Research Scientist,4,Single,2686,5207
25,No,Sales,26,Medical,781,Female,Sales Executive,4,Single,6180,22807
45,No,Sales,2,Technical Degree,783,Male,Sales Representative,3,Single,6632,12388
23,No,Research & Development,10,Medical,784,Male,Research Scientist,3,Single,3505,19630
47,Yes,Sales,27,Life Sciences,785,Female,Sales Executive,3,Single,6397,10339
34,No,Sales,2,Other,786,Male,Sales Executive,4,Single,6274,18686
55,Yes,Research & Development,2,Medical,787,Male,Manager,1,Married,19859,21199
36,No,Sales,8,Life Sciences,789,Male,Sales Executive,1,Single,7587,14229
52,No,Research & Development,19,Medical,791,Male,Research Scientist,4,Married,4258,26589
26,No,Research & Development,1,Life Sciences,792,Female,Laboratory Technician,4,Divorced,4364,5288
29,No,Research & Development,27,Medical,793,Female,Healthcare Representative,3,Married,4335,25549
26,Yes,Sales,8,Technical Degree,796,Male,Sales Executive,1,Single,5326,3064
34,No,Research & Development,1,Life Sciences,797,Female,Research Scientist,4,Single,3280,13551
54,No,Research & Development,19,Medical,799,Female,Manufacturing Director,1,Divorced,5485,22670
27,No,Sales,8,Marketing,800,Male,Sales Executive,4,Married,4342,24008
37,No,Research & Development,10,Life Sciences,802,Female,Research Scientist,1,Divorced,2782,19905
38,No,Research & Development,2,Life Sciences,803,Female,Manufacturing Director,1,Single,5980,26085
34,No,Research & Development,2,Medical,804,Female,Research Scientist,1,Single,4381,7530
35,No,Sales,8,Life Sciences,805,Female,Sales Representative,4,Married,2572,20317
30,No,Research & Development,1,Life Sciences,806,Male,Laboratory Technician,3,Married,3833,24375
40,No,Research & Development,2,Medical,807,Female,Healthcare Representative,2,Married,4244,9931
34,No,Sales,8,Life Sciences,808,Female,Sales Executive,1,Married,6500,13305
42,No,Research & Development,8,Life Sciences,809,Male,Manager,4,Divorced,18430,16225
23,Yes,Research & Development,6,Life Sciences,811,Male,Laboratory Technician,1,Married,1601,3445
24,No,Research & Development,9,Life Sciences,812,Male,Laboratory Technician,2,Divorced,2694,26551
52,No,Research & Development,11,Life Sciences,813,Female,Laboratory Technician,3,Married,3149,21821
50,No,Research & Development,2,Medical,815,Male,Research Director,3,Married,17639,6881
29,Yes,Research & Development,1,Life Sciences,816,Female,Laboratory Technician,1,Married,2319,6689
33,No,Research & Development,7,Medical,817,Male,Research Director,3,Married,11691,25995
33,Yes,Sales,16,Marketing,819,Female,Sales Executive,1,Single,5324,26507
47,No,Research & Development,2,Other,820,Female,Manager,4,Married,16752,12982
36,No,Research & Development,1,Other,823,Female,Manufacturing Director,2,Married,5228,23361
29,No,Research & Development,23,Life Sciences,824,Male,Research Scientist,3,Married,2700,23779
58,Yes,Research & Development,2,Life Sciences,825,Male,Research Director,2,Single,19246,25761
35,No,Research & Development,1,Life Sciences,826,Female,Research Scientist,3,Single,2506,13301
42,No,Research & Development,1,Life Sciences,827,Female,Manufacturing Director,4,Married,6062,4051
28,Yes,Research & Development,2,Medical,828,Male,Research Scientist,3,Single,4382,16374
36,No,Human Resources,13,Human Resources,829,Male,Human Resources,2,Married,2143,25527
32,No,Research & Development,4,Life Sciences,830,Female,Manufacturing Director,3,Married,6162,19124
40,No,Research & Development,16,Medical,832,Male,Laboratory Technician,3,Single,5094,11983
30,No,Research & Development,2,Medical,833,Female,Manufacturing Director,4,Single,6877,20234
45,No,Research & Development,2,Life Sciences,834,Female,Research Scientist,3,Single,2274,6153
42,No,Research & Development,29,Life Sciences,836,Male,Manufacturing Director,2,Married,4434,11806
38,No,Research & Development,12,Life Sciences,837,Male,Healthcare Representative,1,Divorced,6288,4284
34,No,Research & Development,16,Life Sciences,838,Female,Research Scientist,4,Single,2553,8306
49,Yes,Sales,11,Marketing,840,Female,Sales Executive,4,Married,7654,5860
55,Yes,Sales,2,Medical,842,Male,Sales Executive,4,Single,5160,21519
43,No,Research & Development,14,Life Sciences,843,Male,Research Director,1,Married,17159,5200
27,No,Research & Development,5,Technical Degree,844,Male,Research Director,4,Divorced,12808,8842
35,No,Research & Development,7,Other,845,Male,Manufacturing Director,3,Single,10221,18869
28,No,Sales,2,Marketing,846,Female,Sales Executive,2,Married,4779,3698
34,No,Human Resources,3,Human Resources,847,Male,Human Resources,4,Married,3737,2243
26,Yes,Research & Development,5,Medical,848,Female,Research Scientist,3,Married,2366,20898
27,No,Research & Development,3,Medical,850,Male,Research Scientist,4,Married,1706,16571
51,No,Sales,26,Marketing,851,Female,Manager,3,Married,16307,5594
44,No,Research & Development,4,Medical,852,Male,Healthcare Representative,2,Single,5933,5197
25,No,Research & Development,2,Medical,854,Male,Research Scientist,1,Single,3424,21632
33,No,Sales,1,Medical,855,Male,Sales Executive,1,Divorced,4037,21816
35,No,Research & Development,27,Medical,856,Female,Research Scientist,1,Single,2559,17852
36,No,Sales,1,Life Sciences,857,Male,Sales Executive,4,Married,6201,2823
32,No,Sales,13,Life Sciences,859,Male,Sales Executive,4,Divorced,4403,9250
30,No,Research & Development,5,Life Sciences,861,Male,Research Scientist,4,Divorced,3761,2373
53,No,Sales,7,Marketing,862,Female,Sales Executive,4,Married,10934,20715
45,No,Sales,9,Marketing,864,Male,Sales Executive,1,Divorced,10761,19239
32,No,Research & Development,8,Medical,865,Female,Research Scientist,3,Married,5175,22162
52,No,Research & Development,25,Medical,867,Female,Manufacturing Director,4,Married,13826,19028
37,No,Sales,16,Marketing,868,Male,Sales Executive,3,Divorced,6334,24558
28,No,Human Resources,8,Medical,869,Male,Human Resources,4,Divorced,4936,23965
22,No,Research & Development,1,Life Sciences,872,Male,Manufacturing Director,4,Married,4775,19146
44,No,Research & Development,8,Life Sciences,874,Male,Laboratory Technician,4,Married,2818,5044
42,No,Research & Development,2,Medical,875,Male,Research Scientist,4,Single,2515,9068
36,No,Human Resources,8,Life Sciences,878,Male,Human Resources,1,Married,2342,8635
25,No,Sales,3,Other,879,Male,Sales Executive,1,Married,4194,14363
35,No,Research & Development,9,Life Sciences,880,Female,Manufacturing Director,3,Married,10685,23457
35,Yes,Research & Development,25,Life Sciences,881,Female,Research Scientist,2,Divorced,2022,16612
32,No,Research & Development,1,Life Sciences,882,Male,Laboratory Technician,4,Divorced,2314,9148
25,No,Sales,4,Marketing,885,Male,Sales Executive,1,Married,4256,18154
49,No,Research & Development,1,Technical Degree,887,Female,Research Scientist,1,Married,3580,10554
24,No,Research & Development,4,Life Sciences,888,Male,Laboratory Technician,4,Married,3162,10778
32,No,Sales,5,Life Sciences,889,Male,Sales Executive,2,Married,6524,8891
38,No,Sales,9,Marketing,893,Male,Sales Representative,2,Married,2899,12102
42,No,Research & Development,3,Life Sciences,894,Female,Laboratory Technician,4,Married,5231,23726
31,No,Research & Development,11,Life Sciences,895,Male,Research Scientist,4,Married,2356,14871
29,Yes,Sales,1,Medical,896,Female,Sales Representative,3,Divorced,2800,23522
53,No,Sales,8,Marketing,897,Male,Sales Executive,4,Married,11836,22789
35,No,Research & Development,25,Technical Degree,899,Male,Manufacturing Director,2,Married,10903,9129
37,No,Sales,21,Medical,900,Female,Sales Representative,4,Married,2973,21222
53,No,Research & Development,23,Life Sciences,901,Female,Research Director,4,Single,14275,20206
43,No,Research & Development,1,Life Sciences,902,Female,Healthcare Representative,4,Married,5562,21782
47,No,Sales,2,Marketing,903,Female,Sales Executive,4,Married,4537,17783
37,No,Sales,19,Medical,904,Male,Sales Executive,2,Single,7642,4814
50,No,Research & Development,2,Life Sciences,905,Male,Manager,1,Divorced,17924,4544
39,No,Human Resources,2,Life Sciences,909,Female,Human Resources,4,Married,5204,7790
33,No,Human Resources,3,Human Resources,910,Male,Human Resources,2,Divorced,2277,22650
32,Yes,Research & Development,25,Life Sciences,911,Male,Laboratory Technician,4,Single,2795,18016
29,No,Research & Development,7,Medical,912,Female,Laboratory Technician,4,Divorced,2532,6054
44,No,Research & Development,9,Life Sciences,913,Male,Research Scientist,1,Married,2559,7508
28,No,Sales,5,Medical,916,Male,Sales Executive,4,Single,4908,24252
58,Yes,Research & Development,2,Life Sciences,918,Male,Laboratory Technician,4,Divorced,2380,13384
43,No,Research & Development,8,Life Sciences,920,Female,Manufacturing Director,2,Divorced,4765,23814
20,Yes,Sales,2,Medical,922,Female,Sales Representative,3,Single,2044,22052
21,Yes,Research & Development,18,Other,923,Female,Research Scientist,4,Single,2693,8870
36,No,Research & Development,14,Life Sciences,924,Male,Healthcare Representative,4,Married,6586,4821
47,No,Sales,2,Life Sciences,925,Female,Sales Representative,4,Single,3294,13137
22,Yes,Research & Development,3,Life Sciences,926,Female,Manufacturing Director,3,Married,4171,10022
41,Yes,Research & Development,2,Life Sciences,927,Female,Laboratory Technician,4,Divorced,2778,17725
28,No,Research & Development,9,Medical,930,Female,Research Scientist,3,Divorced,2377,9834
39,Yes,Research & Development,6,Medical,932,Male,Laboratory Technician,1,Married,2404,4303
27,No,Research & Development,4,Life Sciences,933,Female,Research Scientist,3,Single,2318,17808
34,No,Research & Development,10,Life Sciences,934,Male,Laboratory Technician,2,Divorced,2008,6896
42,No,Sales,14,Medical,936,Female,Sales Executive,3,Single,6244,7824
33,No,Research & Development,1,Other,939,Male,Research Scientist,1,Single,2799,3339
58,No,Research & Development,5,Technical Degree,940,Female,Healthcare Representative,2,Divorced,10552,9255
